,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
199,2009-07-30,3240.2198543913537,-12692.491591508277,17027.2145053916,3240.2198543913537,3240.2198543913537,-332.3822684031162,-332.3822684031162,-332.3822684031162,3364.7249293558298,3364.7249293558298,3364.7249293558298,-3697.1071977589454,-3697.1071977589454,-3697.1071977589454,0.0,0.0,0.0,2907.8375859882376
200,2009-07-31,3287.8725279177024,-15151.157419840358,13752.421658905898,3287.8725279177024,3287.8725279177024,-4505.490805958305,-4505.490805958305,-4505.490805958305,-940.6156865554498,-940.6156865554498,-940.6156865554498,-3564.875119402855,-3564.875119402855,-3564.875119402855,0.0,0.0,0.0,-1217.6182780406025
201,2009-08-01,3335.5252014440525,-22028.051772114362,8592.96894405111,3335.5252014440525,3335.5252014440525,-9882.770108112734,-9882.770108112734,-9882.770108112734,-6478.464914934625,-6478.464914934625,-6478.464914934625,-3404.3051931781065,-3404.3051931781065,-3404.3051931781065,0.0,0.0,0.0,-6547.244906668682
202,2009-08-02,3383.1778749704013,-15657.101125457555,15939.181649834118,3383.1778749704013,3383.1778749704013,-3897.9954643253,-3897.9954643253,-3897.9954643253,-674.611518626724,-674.611518626724,-674.611518626724,-3223.3839456985756,-3223.3839456985756,-3223.3839456985756,0.0,0.0,0.0,-514.8175893548987
203,2009-08-03,3430.8305484967495,-12398.749987255973,17799.833512064262,3430.8305484967495,3430.8305484967495,-809.7936168010436,-809.7936168010436,-809.7936168010436,2220.844984162446,2220.844984162446,2220.844984162446,-3030.6386009634894,-3030.6386009634894,-3030.6386009634894,0.0,0.0,0.0,2621.036931695706
204,2009-08-04,3478.4832220231,-12386.720393182739,17074.02395077134,3478.4832220231,3478.4832220231,-1517.169959641933,-1517.169959641933,-1517.169959641933,1317.728232520017,1317.728232520017,1317.728232520017,-2834.8981921619497,-2834.8981921619497,-2834.8981921619497,0.0,0.0,0.0,1961.313262381167
205,2009-08-05,3526.135895549447,-12507.54088836841,17483.215577984152,3526.135895549447,3526.135895549447,-1454.6513666286385,-1454.6513666286385,-1454.6513666286385,1190.3939740610044,1190.3939740610044,1190.3939740610044,-2645.0453406896427,-2645.0453406896427,-2645.0453406896427,0.0,0.0,0.0,2071.4845289208088
206,2009-08-06,3573.7885690757957,-9929.776146933436,19796.942673868307,3573.7885690757957,3573.7885690757957,894.9594622154447,894.9594622154447,894.9594622154447,3364.72492935408,3364.72492935408,3364.72492935408,-2469.7654671386354,-2469.7654671386354,-2469.7654671386354,0.0,0.0,0.0,4468.74803129124
207,2009-08-07,3621.441242602144,-15504.183400538092,14919.552932261191,3621.441242602144,3621.441242602144,-3257.9159977992545,-3257.9159977992545,-3257.9159977992545,-940.6156865225903,-940.6156865225903,-940.6156865225903,-2317.300311276665,-2317.300311276665,-2317.300311276665,0.0,0.0,0.0,363.5252448028896
208,2009-08-08,3669.093916128494,-21345.947303853474,9949.574915439469,3669.093916128494,3669.093916128494,-8673.677474574426,-8673.677474574426,-8673.677474574426,-6478.464914937672,-6478.464914937672,-6478.464914937672,-2195.212559636754,-2195.212559636754,-2195.212559636754,0.0,0.0,0.0,-5004.583558445932
209,2009-08-09,3716.746589654843,-13631.663250366903,16400.73138779884,3716.746589654843,3716.746589654843,-2784.7796299707816,-2784.7796299707816,-2784.7796299707816,-674.6115186219076,-674.6115186219076,-674.6115186219076,-2110.1681113488735,-2110.1681113488735,-2110.1681113488735,0.0,0.0,0.0,931.9669596840613
210,2009-08-10,3764.3992631811916,-10503.912142013369,18917.138881984614,3764.3992631811916,3764.3992631811916,153.1029225026935,153.1029225026935,153.1029225026935,2220.8449841631523,2220.8449841631523,2220.8449841631523,-2067.7420616604586,-2067.7420616604586,-2067.7420616604586,0.0,0.0,0.0,3917.5021856838853
211,2009-08-11,3812.0519367075417,-12352.508417185663,18761.381439121677,3812.0519367075417,3812.0519367075417,-754.5256273489879,-754.5256273489879,-754.5256273489879,1317.7282325212661,1317.7282325212661,1317.7282325212661,-2072.253859870254,-2072.253859870254,-2072.253859870254,0.0,0.0,0.0,3057.5263093585536
212,2009-08-12,3859.7046102338904,-11345.835904918542,18426.346581457386,3859.7046102338904,3859.7046102338904,-936.2423465632,-936.2423465632,-936.2423465632,1190.393974059543,1190.393974059543,1190.393974059543,-2126.636320622743,-2126.636320622743,-2126.636320622743,0.0,0.0,0.0,2923.4622636706904
213,2009-08-13,3907.3572837602374,-10371.81332816465,20679.1575144768,3907.3572837602374,3907.3572837602374,1132.3826736615024,1132.3826736615024,1132.3826736615024,3364.7249293540895,3364.7249293540895,3364.7249293540895,-2232.342255692587,-2232.342255692587,-2232.342255692587,0.0,0.0,0.0,5039.73995742174
214,2009-08-14,3955.0099572865865,-14630.325486180407,15191.550082415864,3955.0099572865865,3955.0099572865865,-3329.907158907276,-3329.907158907276,-3329.907158907276,-940.6156865309973,-940.6156865309973,-940.6156865309973,-2389.2914723762774,-2389.2914723762774,-2389.2914723762774,0.0,0.0,0.0,625.1027983793106
215,2009-08-15,4002.6664916203376,-20449.40674072789,10078.798179579147,4002.6664916203376,4002.6664916203376,-9074.3246974447,-9074.3246974447,-9074.3246974447,-6478.464914935765,-6478.464914935765,-6478.464914935765,-2595.8597825089337,-2595.8597825089337,-2595.8597825089337,0.0,0.0,0.0,-5071.658205824362
216,2009-08-16,4050.3230259540887,-14085.823612173957,14849.167128917748,4050.3230259540887,4050.3230259540887,-3523.522031983241,-3523.522031983241,-3523.522031983241,-674.6115186168614,-674.6115186168614,-674.6115186168614,-2848.91051336638,-2848.91051336638,-2848.91051336638,0.0,0.0,0.0,526.8009939708477
217,2009-08-17,4097.97956028784,-11444.31845402885,18150.83045000923,4097.97956028784,4097.97956028784,-923.0228562367327,-923.0228562367327,-923.0228562367327,2220.844984163858,2220.844984163858,2220.844984163858,-3143.867840400591,-3143.867840400591,-3143.867840400591,0.0,0.0,0.0,3174.9567040511074
218,2009-08-18,4145.636094621593,-12737.964049211156,17914.96815744787,4145.636094621593,4145.636094621593,-2157.1018720495526,-2157.1018720495526,-2157.1018720495526,1317.7282325195476,1317.7282325195476,1317.7282325195476,-3474.8301045690996,-3474.8301045690996,-3474.8301045690996,0.0,0.0,0.0,1988.53422257204
219,2009-08-19,4193.292628955343,-14311.415676096718,16492.509185354833,4193.292628955343,4193.292628955343,-2644.326192340902,-2644.326192340902,-2644.326192340902,1190.3939740615,1190.3939740615,1190.3939740615,-3834.7201664024024,-3834.7201664024024,-3834.7201664024024,0.0,0.0,0.0,1548.9664366144416
220,2009-08-20,4240.949163289095,-10585.95053824215,19359.015991029206,4240.949163289095,4240.949163289095,-850.7438867933627,-850.7438867933627,-850.7438867933627,3364.72492935722,3364.72492935722,3364.72492935722,-4215.468816150583,-4215.468816150583,-4215.468816150583,0.0,0.0,0.0,3390.2052764957325
221,2009-08-21,4288.605697622847,-16844.694938783203,13066.683576070967,4288.605697622847,4288.605697622847,-5548.842020151018,-5548.842020151018,-5548.842020151018,-940.6156865353882,-940.6156865353882,-940.6156865353882,-4608.226333615631,-4608.226333615631,-4608.226333615631,0.0,0.0,0.0,-1260.2363225281706
222,2009-08-22,4336.262231956598,-22277.286905876987,8915.718140620043,4336.262231956598,4336.262231956598,-11482.061413709565,-11482.061413709565,-11482.061413709565,-6478.4649149338575,-6478.4649149338575,-6478.4649149338575,-5003.596498775708,-5003.596498775708,-5003.596498775708,0.0,0.0,0.0,-7145.799181752967
223,2009-08-23,4383.91876629035,-17045.156836549864,14479.141978799487,4383.91876629035,4383.91876629035,-6066.498236346128,-6066.498236346128,-6066.498236346128,-674.611518612045,-674.611518612045,-674.611518612045,-5391.886717734084,-5391.886717734084,-5391.886717734084,0.0,0.0,0.0,-1682.579470055778
224,2009-08-24,4431.5753006241,-15075.034332690959,16183.773901545552,4431.5753006241,4431.5753006241,-3542.5224819951973,-3542.5224819951973,-3542.5224819951973,2220.844984163109,2220.844984163109,2220.844984163109,-5763.367466158307,-5763.367466158307,-5763.367466158307,0.0,0.0,0.0,889.052818628903
225,2009-08-25,4479.2318349578545,-14967.855495801865,15971.219045685248,4479.2318349578545,4479.2318349578545,-4790.805745100395,-4790.805745100395,-4790.805745100395,1317.7282325207973,1317.7282325207973,1317.7282325207973,-6108.533977621192,-6108.533977621192,-6108.533977621192,0.0,0.0,0.0,-311.5739101425406
226,2009-08-26,4526.888369291606,-16412.411787848097,14227.076942509397,4526.888369291606,4526.888369291606,-5227.969051294285,-5227.969051294285,-5227.969051294285,1190.393974060038,1190.393974060038,1190.393974060038,-6418.363025354323,-6418.363025354323,-6418.363025354323,0.0,0.0,0.0,-701.0806820026792
227,2009-08-27,4574.544903625357,-14377.511604812422,16644.331501277247,4574.544903625357,4574.544903625357,-3319.8328362474695,-3319.8328362474695,-3319.8328362474695,3364.72492935547,3364.72492935547,3364.72492935547,-6684.557765602939,-6684.557765602939,-6684.557765602939,0.0,0.0,0.0,1254.7120673778873
228,2009-08-28,4622.201437959109,-18027.20424145809,12121.689530383128,4622.201437959109,4622.201437959109,-7840.3896125964275,-7840.3896125964275,-7840.3896125964275,-940.6156865437955,-940.6156865437955,-940.6156865437955,-6899.773926052633,-6899.773926052633,-6899.773926052633,0.0,0.0,0.0,-3218.1881746373183
229,2009-08-29,4669.857972292861,-24888.915864406605,7871.8389322301355,4669.857972292861,4669.857972292861,-13536.286040416562,-13536.286040416562,-13536.286040416562,-6478.464914936904,-6478.464914936904,-6478.464914936904,-7057.8211254796615,-7057.8211254796615,-7057.8211254796615,0.0,0.0,0.0,-8866.428068123701
230,2009-08-30,4717.514506626611,-18090.586484478827,12425.217744053614,4717.514506626611,4717.514506626611,-7828.445305554737,-7828.445305554737,-7828.445305554737,-674.6115186205203,-674.6115186205203,-674.6115186205203,-7153.833786934218,-7153.833786934218,-7153.833786934218,0.0,0.0,0.0,-3110.930798928126
231,2009-08-31,4765.171040960363,-15482.261197267802,16185.465417065887,4765.171040960363,4765.171040960363,-4963.561953900814,-4963.561953900814,-4963.561953900814,2220.8449841638153,2220.8449841638153,2220.8449841638153,-7184.40693806463,-7184.40693806463,-7184.40693806463,0.0,0.0,0.0,-198.39091294045102
232,2009-09-01,4812.827575294115,-15841.72859083331,14092.026475693341,4812.827575294115,4812.827575294115,-5829.964922854448,-5829.964922854448,-5829.964922854448,1317.7282325183178,1317.7282325183178,1317.7282325183178,-7147.693155372766,-7147.693155372766,-7147.693155372766,0.0,0.0,0.0,-1017.1373475603323
233,2009-09-02,4860.484109627866,-15787.413574363487,14549.408009054634,4860.484109627866,4860.484109627866,-5853.0640036366485,-5853.0640036366485,-5853.0640036366485,1190.393974058577,1190.393974058577,1190.393974058577,-7043.457977695224,-7043.457977695224,-7043.457977695224,0.0,0.0,0.0,-992.5798940087825
234,2009-09-03,4908.140643961618,-15071.002690029527,16871.988971426832,4908.140643961618,4908.140643961618,-3508.3673287938723,-3508.3673287938723,-3508.3673287938723,3364.724929358601,3364.724929358601,3364.724929358601,-6873.092258152474,-6873.092258152474,-6873.092258152474,0.0,0.0,0.0,1399.7733151677453
235,2009-09-04,4955.797178295371,-17119.882022678445,12677.703225169598,4955.797178295371,4955.797178295371,-7580.196797803399,-7580.196797803399,-7580.196797803399,-940.6156865335778,-940.6156865335778,-940.6156865335778,-6639.581111269822,-6639.581111269822,-6639.581111269822,0.0,0.0,0.0,-2624.399619508028
236,2009-09-05,5004.241271099059,-22450.000377260752,7815.978946452029,5004.241271099059,5004.241271099059,-12825.89522468757,-12825.89522468757,-12825.89522468757,-6478.464914934995,-6478.464914934995,-6478.464914934995,-6347.4303097525735,-6347.4303097525735,-6347.4303097525735,0.0,0.0,0.0,-7821.653953588511
237,2009-09-06,5052.685363902748,-16920.150629928896,13897.73291451448,5052.685363902748,5052.685363902748,-6677.163678570181,-6677.163678570181,-6677.163678570181,-674.6115186157041,-674.6115186157041,-674.6115186157041,-6002.5521599544745,-6002.5521599544745,-6002.5521599544745,0.0,0.0,0.0,-1624.4783146674336
238,2009-09-07,5101.129456706437,-14169.171074487258,16247.802757641706,5101.129456706437,5101.129456706437,-3391.2690192445693,-3391.2690192445693,-3391.2690192445693,2220.8449841645215,2220.8449841645215,2220.8449841645215,-5612.11400340909,-5612.11400340909,-5612.11400340909,0.0,0.0,0.0,1709.8604374618676
239,2009-09-08,5149.573549510127,-13853.35684283853,16875.981913610925,5149.573549510127,5149.573549510127,-3866.6252900771615,-3866.6252900771615,-3866.6252900771615,1317.728232519568,1317.728232519568,1317.728232519568,-5184.35352259673,-5184.35352259673,-5184.35352259673,0.0,0.0,0.0,1282.9482594329656
240,2009-09-09,5198.0176423138155,-13285.320998586943,16161.927371266667,5198.0176423138155,5198.0176423138155,-3537.9719693642824,-3537.9719693642824,-3537.9719693642824,1190.393974060534,1190.393974060534,1190.393974060534,-4728.365943424816,-4728.365943424816,-4728.365943424816,0.0,0.0,0.0,1660.0456729495331
241,2009-09-10,5246.461735117504,-10664.705401572633,19497.139970319433,5246.461735117504,5246.461735117504,-889.1440695902706,-889.1440695902706,-889.1440695902706,3364.724929350608,3364.724929350608,3364.724929350608,-4253.868998940879,-4253.868998940879,-4253.868998940879,0.0,0.0,0.0,4357.317665527233
242,2009-09-11,5294.905827921194,-14386.868586320194,16297.085469698684,5294.905827921194,5294.905827921194,-4711.567813571346,-4711.567813571346,-4711.567813571346,-940.6156865379685,-940.6156865379685,-940.6156865379685,-3770.952127033378,-3770.952127033378,-3770.952127033378,0.0,0.0,0.0,583.338014349848
243,2009-09-12,5343.349920724882,-19548.996380974233,11136.412230780828,5343.349920724882,5343.349920724882,-9768.281717029093,-9768.281717029093,-9768.281717029093,-6478.464914935445,-6478.464914935445,-6478.464914935445,-3289.816802093649,-3289.816802093649,-3289.816802093649,0.0,0.0,0.0,-4424.93179630421
244,2009-09-13,5391.794013528571,-13577.421235235077,17306.281529374977,5391.794013528571,5391.794013528571,-3495.1266534785077,-3495.1266534785077,-3495.1266534785077,-674.6115186108881,-674.6115186108881,-674.6115186108881,-2820.51513486762,-2820.51513486762,-2820.51513486762,0.0,0.0,0.0,1896.667360050063
245,2009-09-14,5440.23810633226,-10577.823761472455,20007.30527492614,5440.23810633226,5440.23810633226,-151.84892534527276,-151.84892534527276,-151.84892534527276,2220.844984162559,2220.844984162559,2220.844984162559,-2372.693909507831,-2372.693909507831,-2372.693909507831,0.0,0.0,0.0,5288.389180986987
246,2009-09-15,5488.68219913595,-9981.90070617308,20952.54537789554,5488.68219913595,5488.68219913595,-637.622828680743,-637.622828680743,-637.622828680743,1317.728232521578,1317.728232521578,1317.728232521578,-1955.351061202321,-1955.351061202321,-1955.351061202321,0.0,0.0,0.0,4851.0593704552075
247,2009-09-16,5537.126291939639,-9549.021157924464,19966.634425522567,5537.126291939639,5537.126291939639,-386.2172623612366,-386.2172623612366,-386.2172623612366,1190.3939740590727,1190.3939740590727,1190.3939740590727,-1576.611236420309,-1576.611236420309,-1576.611236420309,0.0,0.0,0.0,5150.909029578402
248,2009-09-17,5585.570384743327,-8591.748267406607,24151.93231199303,5585.570384743327,5585.570384743327,2121.198398258137,2121.198398258137,2121.198398258137,3364.724929353739,3364.724929353739,3364.724929353739,-1243.526531095602,-1243.526531095602,-1243.526531095602,0.0,0.0,0.0,7706.768783001464
249,2009-09-18,5634.014477547019,-11831.111997446404,19012.062041203488,5634.014477547019,5634.014477547019,-1902.5234719623459,-1902.5234719623459,-1902.5234719623459,-940.6156865423588,-940.6156865423588,-940.6156865423588,-961.9077854199865,-961.9077854199865,-961.9077854199865,0.0,0.0,0.0,3731.491005584673
250,2009-09-19,5682.458570350707,-14947.74469210439,14099.503298032243,5682.458570350707,5682.458570350707,-7214.655862636164,-7214.655862636164,-7214.655862636164,-6478.464914933537,-6478.464914933537,-6478.464914933537,-736.1909477026268,-736.1909477026268,-736.1909477026268,0.0,0.0,0.0,-1532.1972922854566
251,2009-09-20,5730.902663154395,-10771.413199067054,20111.727649352182,5730.902663154395,5730.902663154395,-1243.953547000469,-1243.953547000469,-1243.953547000469,-674.6115186331164,-674.6115186331164,-674.6115186331164,-569.3420283673528,-569.3420283673528,-569.3420283673528,0.0,0.0,0.0,4486.949116153926
252,2009-09-21,5779.346755958083,-7999.999781129488,23063.71077440475,5779.346755958083,5779.346755958083,1758.041907378494,1758.041907378494,1758.041907378494,2220.8449841652064,2220.8449841652064,2220.8449841652064,-462.8030767867123,-462.8030767867123,-462.8030767867123,0.0,0.0,0.0,7537.388663336577
253,2009-09-22,5827.790848761775,-8617.92295324099,22231.94643719181,5827.790848761775,5827.790848761775,901.2477735376757,901.2477735376757,901.2477735376757,1317.7282325190988,1317.7282325190988,1317.7282325190988,-416.4804589814234,-416.4804589814234,-416.4804589814234,0.0,0.0,0.0,6729.038622299451
254,2009-09-23,5876.2349415654635,-8741.919773500811,22274.028870325365,5876.2349415654635,5876.2349415654635,761.6184482125711,761.6184482125711,761.6184482125711,1190.3939740623887,1190.3939740623887,1190.3939740623887,-428.77552584981777,-428.77552584981777,-428.77552584981777,0.0,0.0,0.0,6637.853389778034
255,2009-09-24,5924.679034369152,-6839.230188739456,24040.678496696262,5924.679034369152,5924.679034369152,2868.068356166239,2868.068356166239,2868.068356166239,3364.7249293519885,3364.7249293519885,3364.7249293519885,-496.65657318574966,-496.65657318574966,-496.65657318574966,0.0,0.0,0.0,8792.74739053539
256,2009-09-25,5973.123127172839,-10599.801051699242,18540.051630002854,5973.123127172839,5973.123127172839,-1556.385526257017,-1556.385526257017,-1556.385526257017,-940.6156865361579,-940.6156865361579,-940.6156865361579,-615.7698397208591,-615.7698397208591,-615.7698397208591,0.0,0.0,0.0,4416.737600915822
257,2009-09-26,6025.285015963398,-16736.926044055333,13667.680589683716,6025.285015963398,6025.285015963398,-7259.051115345552,-7259.051115345552,-7259.051115345552,-6478.464914934227,-6478.464914934227,-6478.464914934227,-780.5862004113247,-780.5862004113247,-780.5862004113247,0.0,0.0,0.0,-1233.7660993821537
258,2009-09-27,6077.446904753956,-11152.869935389628,20701.47268768009,6077.446904753956,6077.446904753956,-1659.1907384323617,-1659.1907384323617,-1659.1907384323617,-674.6115186282998,-674.6115186282998,-674.6115186282998,-984.5792198040614,-984.5792198040614,-984.5792198040614,0.0,0.0,0.0,4418.256166321595
259,2009-09-28,6129.608793544514,-8066.559898814299,21430.78988097699,6129.608793544514,6129.608793544514,1000.4156216802628,1000.4156216802628,1000.4156216802628,2220.8449841639704,2220.8449841639704,2220.8449841639704,-1220.429362483708,-1220.429362483708,-1220.429362483708,0.0,0.0,0.0,7130.024415224777
260,2009-09-29,6181.770682335075,-9099.270185863852,21943.619104187954,6181.770682335075,6181.770682335075,-162.52020605147445,-162.52020605147445,-162.52020605147445,1317.7282325166195,1317.7282325166195,1317.7282325166195,-1480.2484385680943,-1480.2484385680943,-1480.2484385680943,0.0,0.0,0.0,6019.250476283601
261,2009-09-30,6233.932571125633,-7664.241635760946,20989.483058990638,6233.932571125633,6233.932571125633,-565.4238381604351,-565.4238381604351,-565.4238381604351,1190.3939740609276,1190.3939740609276,1190.3939740609276,-1755.8178122213626,-1755.8178122213626,-1755.8178122213626,0.0,0.0,0.0,5668.508732965198
262,2009-10-01,6286.094459916191,-8047.858609655567,21229.414206954752,6286.094459916191,6286.094459916191,1325.8913941198261,1325.8913941198261,1325.8913941198261,3364.724929356879,3364.724929356879,3364.724929356879,-2038.8335352370532,-2038.8335352370532,-2038.8335352370532,0.0,0.0,0.0,7611.985854036017
263,2009-10-02,6338.256348706751,-12037.13981518205,18411.3715958029,6338.256348706751,6338.256348706751,-3261.7670827192346,-3261.7670827192346,-3261.7670827192346,-940.6156865365319,-940.6156865365319,-940.6156865365319,-2321.151396182703,-2321.151396182703,-2321.151396182703,0.0,0.0,0.0,3076.4892659875163
264,2009-10-03,6390.418237497309,-17729.318571406566,12054.460242619154,6390.418237497309,6390.418237497309,-9073.489817599539,-9073.489817599539,-9073.489817599539,-6478.464914934676,-6478.464914934676,-6478.464914934676,-2595.024902664864,-2595.024902664864,-2595.024902664864,0.0,0.0,0.0,-2683.0715801022297
265,2009-10-04,6442.580126287867,-12033.982323790324,18346.627129314533,6442.580126287867,6442.580126287867,-3527.9409576456046,-3527.9409576456046,-3527.9409576456046,-674.6115186230226,-674.6115186230226,-674.6115186230226,-2853.3294390225824,-2853.3294390225824,-2853.3294390225824,0.0,0.0,0.0,2914.639168642262
266,2009-10-05,6494.7420150784255,-9569.569317639969,20204.82447280799,6494.7420150784255,6494.7420150784255,-868.921273119938,-868.921273119938,-868.921273119938,2220.8449841646775,2220.8449841646775,2220.8449841646775,-3089.766257284615,-3089.766257284615,-3089.766257284615,0.0,0.0,0.0,5625.820741958488
267,2009-10-06,6546.903903868985,-10201.57429623209,18655.47703839727,6546.903903868985,6546.903903868985,-1981.3123209611404,-1981.3123209611404,-1981.3123209611404,1317.7282325223591,1317.7282325223591,1317.7282325223591,-3299.040553483499,-3299.040553483499,-3299.040553483499,0.0,0.0,0.0,4565.591582907845
268,2009-10-07,6599.065792659543,-11677.70845773037,20014.853444647295,6599.065792659543,6599.065792659543,-2286.614663129811,-2286.614663129811,-2286.614663129811,1190.3939740567466,1190.3939740567466,1190.3939740567466,-3477.0086371865577,-3477.0086371865577,-3477.0086371865577,0.0,0.0,0.0,4312.4511295297325
269,2009-10-08,6651.227681450101,-8947.694384921017,21734.43610613506,6651.227681450101,6651.227681450101,-256.06516819614563,-256.06516819614563,-256.06516819614563,3364.7249293600103,3364.7249293600103,3364.7249293600103,-3620.7900975561556,-3620.7900975561556,-3620.7900975561556,0.0,0.0,0.0,6395.162513253956
270,2009-10-09,6703.389570240661,-12201.421490855764,17474.540873624257,6703.389570240661,6703.389570240661,-4669.457565329423,-4669.457565329423,-4669.457565329423,-940.6156865449394,-940.6156865449394,-940.6156865449394,-3728.841878784485,-3728.841878784485,-3728.841878784485,0.0,0.0,0.0,2033.9320049112375
271,2009-10-10,6755.551459031219,-19126.76445447287,11990.250802984798,6755.551459031219,6755.551459031219,-10279.457187371838,-10279.457187371838,-10279.457187371838,-6478.464914935126,-6478.464914935126,-6478.464914935126,-3800.992272436711,-3800.992272436711,-3800.992272436711,0.0,0.0,0.0,-3523.905728340619
272,2009-10-11,6807.713347821777,-12763.856548984697,17127.965577357747,6807.713347821777,6807.713347821777,-4513.0455014502295,-4513.0455014502295,-4513.0455014502295,-674.6115186319593,-674.6115186319593,-674.6115186319593,-3838.43398281827,-3838.43398281827,-3838.43398281827,0.0,0.0,0.0,2294.667846371547
273,2009-10-12,6859.875236612335,-11423.15729445785,19900.067337479515,6859.875236612335,6859.875236612335,-1622.831607104798,-1622.831607104798,-1622.831607104798,2220.8449841627144,2220.8449841627144,2220.8449841627144,-3843.6765912675123,-3843.6765912675123,-3843.6765912675123,0.0,0.0,0.0,5237.043629507538
274,2009-10-13,6912.037125402895,-11191.69129665104,18393.94967759809,6912.037125402895,6912.037125402895,-2502.731670477191,-2502.731670477191,-2502.731670477191,1317.7282325161507,1317.7282325161507,1317.7282325161507,-3820.459902993342,-3820.459902993342,-3820.459902993342,0.0,0.0,0.0,4409.305454925704
275,2009-10-14,6964.199014193453,-11358.89842744501,19818.09458426327,6964.199014193453,6964.199014193453,-2583.2367988186656,-2583.2367988186656,-2583.2367988186656,1190.3939740600633,1190.3939740600633,1190.3939740600633,-3773.630772878729,-3773.630772878729,-3773.630772878729,0.0,0.0,0.0,4380.962215374788
276,2009-10-15,7016.360902984011,-8877.429507597471,21778.79930666182,7016.360902984011,7016.360902984011,-344.26211369473606,-344.26211369473606,-344.26211369473606,3364.724929353379,3364.724929353379,3364.724929353379,-3708.987043048115,-3708.987043048115,-3708.987043048115,0.0,0.0,0.0,6672.0987892892745
277,2009-10-16,7068.522791774572,-12796.732631076648,17747.67068150134,7068.522791774572,7068.522791774572,-4573.708842253394,-4573.708842253394,-4573.708842253394,-940.6156865493296,-940.6156865493296,-940.6156865493296,-3633.0931557040635,-3633.0931557040635,-3633.0931557040635,0.0,0.0,0.0,2494.813949521178
278,2009-10-17,7120.684680565132,-17755.519548848475,11564.840831386617,7120.684680565132,7120.684680565132,-10031.537718507276,-10031.537718507276,-10031.537718507276,-6478.464914933457,-6478.464914933457,-6478.464914933457,-3553.072803573816,-3553.072803573816,-3553.072803573816,0.0,0.0,0.0,-2910.8530379421436
279,2009-10-18,7176.18374731386,-12059.187910422821,17804.79205618857,7176.18374731386,7176.18374731386,-4150.99614350422,-4150.99614350422,-4150.99614350422,-674.6115186269125,-674.6115186269125,-674.6115186269125,-3476.3846248773066,-3476.3846248773066,-3476.3846248773066,0.0,0.0,0.0,3025.1876038096407
280,2009-10-19,7231.682814062591,-9355.34405744292,21521.38667252902,7231.682814062591,7231.682814062591,-1189.7424379442007,-1189.7424379442007,-1189.7424379442007,2220.8449841614797,2220.8449841614797,2220.8449841614797,-3410.5874221056797,-3410.5874221056797,-3410.5874221056797,0.0,0.0,0.0,6041.94037611839
281,2009-10-20,7287.181880811322,-10935.236315651224,21685.1749013997,7287.181880811322,7287.181880811322,-2045.3734385695018,-2045.3734385695018,-2045.3734385695018,1317.7282325174008,1317.7282325174008,1317.7282325174008,-3363.101671086902,-3363.101671086902,-3363.101671086902,0.0,0.0,0.0,5241.808442241821
282,2009-10-21,7342.68094756005,-10736.314858635687,20675.18505702283,7342.68094756005,7342.68094756005,-2150.580207021899,-2150.580207021899,-2150.580207021899,1190.3939740633796,1190.3939740633796,1190.3939740633796,-3340.974181085279,-3340.974181085279,-3340.974181085279,0.0,0.0,0.0,5192.1007405381515
283,2009-10-22,7398.1800143087785,-7982.754979242295,23166.349250137653,7398.1800143087785,7398.1800143087785,14.072263510456805,14.072263510456805,14.072263510456805,3364.724929358269,3364.724929358269,3364.724929358269,-3350.652665847813,-3350.652665847813,-3350.652665847813,0.0,0.0,0.0,7412.252277819235
284,2009-10-23,7453.679081057509,-12323.399605860179,18667.290724058294,7453.679081057509,7453.679081057509,-4338.392379522605,-4338.392379522605,-4338.392379522605,-940.615686543129,-940.615686543129,-940.615686543129,-3397.7766929794757,-3397.7766929794757,-3397.7766929794757,0.0,0.0,0.0,3115.2867015349048
285,2009-10-24,7509.178147806241,-17684.886114489767,12536.65955477803,7509.178147806241,7509.178147806241,-9965.455918466309,-9965.455918466309,-9965.455918466309,-6478.464914936504,-6478.464914936504,-6478.464914936504,-3486.991003529803,-3486.991003529803,-3486.991003529803,0.0,0.0,0.0,-2456.2777706600673
286,2009-10-25,7564.677214554969,-12169.62483773958,19317.917845140888,7564.677214554969,7564.677214554969,-4296.398067895258,-4296.398067895258,-4296.398067895258,-674.6115186218657,-674.6115186218657,-674.6115186218657,-3621.7865492733918,-3621.7865492733918,-3621.7865492733918,0.0,0.0,0.0,3268.279146659712
287,2009-10-26,7620.176281303697,-8376.648849064113,21301.38280182202,7620.176281303697,7620.176281303697,-1583.528816425847,-1583.528816425847,-1583.528816425847,2220.844984164127,2220.844984164127,2220.844984164127,-3804.3738005899736,-3804.3738005899736,-3804.3738005899736,0.0,0.0,0.0,6036.647464877849
288,2009-10-27,7675.6753480524285,-10848.850717127752,20865.67116467572,7675.6753480524285,7675.6753480524285,-2717.8637235796145,-2717.8637235796145,-2717.8637235796145,1317.728232514921,1317.728232514921,1317.728232514921,-4035.591956094536,-4035.591956094536,-4035.591956094536,0.0,0.0,0.0,4957.8116244728135
